ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_publicado,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_localizacao,ocorrencia_DT,ocorrencia_mes,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
2587,INCIDENTE,UBERLÂNDIA - MG,MG,SBUL,13/05/2016,12:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-18.8836111111 / -48.2252777778,2016-05-13 12:20:00,5.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPGEV,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1992.0,AVIÃO,INSTRUÇÃO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
2588,INCIDENTE GRAVE,CAMPINAS - SP,SP,SDAM,14/05/2016,12:30:00,SIM,FINALIZADA,SIM,0,1,NÃO,-22.8591666667 / -47.1080555556,2016-05-14 12:30:00,5.0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,PTKLS,,AVIÃO,CESSNA AIRCRAFT,310Q,C310,PISTÃO,BIMOTOR,2404,2404,6.0,1974.0,AVIÃO,PARTICULAR,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,CAMPO DE FONTENELLE,POUSO,PRIVADA,LEVE,0
2589,INCIDENTE,PORTO ALEGRE - RS,RS,SBPA,15/05/2016,15:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-29.99388889\t / \t-51.17111111\t,2016-05-15 15:30:00,5.0,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR,LVCET,,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,TURBOEIXO,BIMOTOR,51800,51800,113.0,2010.0,AVIÃO,,FORA DE AERODROMO,SALGADO FILHO,APROXIMAÇÃO FINAL,REGULAR,LEVE,0
2590,ACIDENTE,AVARÉ - SP,SP,,16/05/2016,15:00:00,SIM,,NÃO,0,1,NÃO,-23.2011111111 / -48.9772222222,2016-05-16 15:00:00,5.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PPZVF,EXPERIMENTAL,HELICÓPTERO,VINICIUS MARINI FERREIRA,TALON A600,,PISTÃO,MONOMOTOR,680,680,2.0,,HELICÓPTERO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0
2591,ACIDENTE,UNAÍ - MG,MG,,17/05/2016,11:30:00,,FINALIZADA,SIM,1,1,NÃO,-16.2022222222 / -46.5213888889,2016-05-17 11:30:00,5.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PRTAC,,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1964.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1
2592,ACIDENTE,IMBUIA - SC,SC,,23/05/2016,13:00:00,SIM,,NÃO,0,1,NÃO,\t-27.52666667\t / \t-49.51472222\t,2016-05-23 13:00:00,5.0,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR,PUSSR,EXPERIMENTAL,ULTRALEVE,,VIRUS,ULAC,PISTÃO,MONOMOTOR,472,472,1.0,2009.0,ULTRALEVE,EXPERIMENTAL,COSTA ESMERALDA,CORREIA PINTO,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,0
2593,ACIDENTE,GOIANÁ - MG,MG,,26/05/2016,18:10:00,SIM,FINALIZADA,SIM,3,1,NÃO,-21.5633333333 / -43.1683333333,2016-05-26 18:10:00,5.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTNMT,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,AVIÃO,PARTICULAR,BRIGADEIRO CABRAL,REGIONAL DA ZONA DA MATA,DESCIDA,PRIVADA,SUBSTANCIAL,0
2594,INCIDENTE,FORTALEZA - CE,CE,SBFZ,26/05/2016,14:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-3.72 / -38.5422222222,2016-05-26 14:20:00,5.0,F.O.D.,OUTROS | F.O.D.,OTHR,PRSDJ,REGULAR,AVIÃO,BOEING COMPANY,737-4Y0,B734,JATO,BIMOTOR,68038,68038,8.0,1991.0,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,REGULAR,LEVE,0
2595,INCIDENTE,ANÁPOLIS - GO,GO,SWNS,27/05/2016,18:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-16.3625 / -48.9280555556,2016-05-27 18:00:00,5.0,COM LANÇAMENTO DE PESSOAS,OUTROS | COM LANÇAMENTO DE PESSOAS,OTHR,PTBOZ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,172B,C172,PISTÃO,MONOMOTOR,998,998,4.0,1961.0,AVIÃO,INSTRUÇÃO,ANÁPOLIS,ANÁPOLIS,MANOBRA,PRIVADA,NENHUM,0
2596,ACIDENTE,CORUMBAÍBA - GO,GO,,29/05/2016,16:30:00,SIM,FINALIZADA,SIM,0,1,NÃO,-18.1280555556 / -48.5713888889,2016-05-29 16:30:00,5.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PTCFE,,AVIÃO,PIPER AIRCRAFT,PA-28-160,P28A,PISTÃO,MONOMOTOR,998,998,4.0,1964.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,PRIVADA,DESTRUÍDA,4
2597,INCIDENTE GRAVE,CAMPO MAGRO - PR,PR,,02/06/2016,14:15:00,SIM,FINALIZADA,SIM,2,1,NÃO,\t-25.40333333\t / \t-49.23361111\t,2016-02-06 14:15:00,2.0,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SCF-NP,PPHIY,,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,587,587,2.0,1948.0,AVIÃO,INSTRUÇÃO,BACACHERI,BACACHERI,CRUZEIRO,PRIVADA,LEVE,0
2598,INCIDENTE,CAMPO GRANDE - MS,MS,SBCG,03/06/2016,18:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.4686111111 / 55.6725,2016-03-06 18:20:00,3.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRSSR,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,T240,COL4,PISTÃO,MONOMOTOR,1634,1634,4.0,2013.0,AVIÃO,PARTICULAR,CAMPO GRANDE,CAMPO GRANDE,TÁXI,PRIVADA,LEVE,0
2599,INCIDENTE,VOLTA REDONDA - RJ,RJ,,03/06/2016,13:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-22.5252777778 / -44.1072222222,2016-03-06 13:00:00,3.0,F.O.D.,OUTROS | F.O.D.,OTHR,PPPFC,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2010.0,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,JACAREPAGUÁ,DECOLAGEM,PRIVADA,LEVE,0
2600,INCIDENTE,FLORIANÓPOLIS - SC,SC,SBFL,04/06/2016,13:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-27.67027778\t / \t-48.5525\t,2016-04-06 13:00:00,4.0,F.O.D.,OUTROS | F.O.D.,OTHR,PRGTE,REGULAR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79000,79000,194.0,2006.0,AVIÃO,REGULAR,HERCÍLIO LUZ,ANTONIO CARLOS JOBIM / GALEÃO,ESTACIONAMENTO,REGULAR,LEVE,0
2601,INCIDENTE,IMPERATRIZ - MA,MA,SBIZ,06/06/2016,15:55:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-5.5305555556 / -47.4583333333,2016-06-06 15:55:00,6.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRVJD,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,1724,1724,6.0,,AVIÃO,TÁXI AÉREO,ALBERTO ALCOLUMBRE,PREFEITO RENATO MOREIRA,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
2602,INCIDENTE GRAVE,JUAZEIRO DO NORTE - CE,CE,SBJU,06/06/2016,07:10:00,SIM,FINALIZADA,SIM,0,1,NÃO,-7.2183333333 / -39.2716666667,2016-06-06 07:10:00,6.0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,PTCKW,,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,PISTÃO,BIMOTOR,2948,2948,4.0,1969.0,AVIÃO,ESPECIALIZADA,ORLANDO BEZERRA DE MENEZES,ORLANDO BEZERRA DE MENEZES,POUSO,ESPECIALIZADA,LEVE,0
2603,INCIDENTE GRAVE,MARABÁ - PA,PA,SBMA,07/06/2016,12:53:00,SIM,,NÃO,0,1,SIM,-5.3677777778 / -49.1383333333,2016-07-06 12:53:00,7.0,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR,PPZFO,EXPERIMENTAL,AVIÃO,F.C. OLIVEIRA & CIA LTDA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2011.0,AVIÃO,EXPERIMENTAL,CAVU - CLUBE DE AVIAÇÃO ULTRALEVE,JOÃO CORREA DA ROCHA,CORRIDA APÓS POUSO,EXPERIMENTAL,NENHUM,0
2604,ACIDENTE,FLORIANÓPOLIS - SC,SC,SSKT,11/06/2016,16:37:00,SIM,FINALIZADA,SIM,2,1,SIM,\t-27.61444444\t / \t-48.67416667\t,2016-11-06 16:37:00,11.0,INCURSÃO EM PISTA,INCURSÃO EM PISTA,RI,PTPJE,,PLANADOR,GROB,G103,GLID,SEM TRAÇÃO,SEM TRAÇÃO,580,580,2.0,1983.0,PLANADOR,INSTRUÇÃO,AEROCLUBE DE SANTA CATARINA,AEROCLUBE DE SANTA CATARINA,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
2605,INCIDENTE GRAVE,SANTO ANTÔNIO DO LEVERGER - MT,MT,SWLV,12/06/2016,15:00:00,SIM,,NÃO,0,1,NÃO,-15.8547222222 / -56.0788888889,2016-12-06 15:00:00,12.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PUGMJ,EXPERIMENTAL,ULTRALEVE,TOMAS EDSON ANDRADE DA CUNHA,GOLDEN VENTURA,ULAC,PISTÃO,MONOMOTOR,550,550,2.0,2010.0,ULTRALEVE,EXPERIMENTAL,FAZENDA LAGEADO,CIFI,MANOBRA,EXPERIMENTAL,NENHUM,0
2606,ACIDENTE,MARÍLIA - SP,SP,,12/06/2016,14:35:00,SIM,,NÃO,0,1,NÃO,-22.1469444444 / -49.9505555556,2016-12-06 14:35:00,12.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PUMBV,EXPERIMENTAL,ULTRALEVE,,ASTRO II,ULAC,PISTÃO,MONOMOTOR,420,420,2.0,1998.0,ULTRALEVE,EXPERIMENTAL,GARÇA,JOSÉ VICENTE FARIA LIMA,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,0
2607,INCIDENTE GRAVE,PIRAPORA - MG,MG,SNPX,13/06/2016,11:05:00,SIM,FINALIZADA,SIM,4,1,SIM,-17.3169444444 / -44.8602777778,2016-06-13 11:05:00,6.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PRGEO,,AVIÃO,BEECH AIRCRAFT,58P,BE58,PISTÃO,BIMOTOR,2767,2767,6.0,1977.0,AVIÃO,PARTICULAR,PIRAPORA,PIRAPORA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
2608,INCIDENTE,BRASÍLIA - DF,DF,,13/06/2016,20:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-15.8544444444 / -48.0669444444,2016-06-13 20:30:00,6.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRHFC,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,EUROCOPTER FRANCE,AS 355 N,AS55,TURBOEIXO,BIMOTOR,2600,2600,6.0,2002.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,PRESIDENTE JUSCELINO KUBITSCHEK,PRESIDENTE JUSCELINO KUBITSCHEK,MANOBRA,POLICIAL,NENHUM,0
2609,ACIDENTE,JI-PARANÁ - RO,RO,,21/06/2016,10:30:00,SIM,,NÃO,0,1,NÃO,-10.9583333333 / -61.9880555556,2016-06-21 10:30:00,6.0,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SCF-NP,PUXXX6,,ULTRALEVE,,,,PISTÃO,MONOMOTOR,0,0,,,ULTRALEVE,,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,EXPERIMENTAL,DESTRUÍDA,1
2610,INCIDENTE,RIO DE JANEIRO - RJ,RJ,SBGL,21/06/2016,20:40:00,,FINALIZADA,NÃO,0,1,NÃO,-22.81 / -43.2497222222,2016-06-21 20:40:00,6.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AF443,,AVIÃO,BOEING COMPANY,B777-300ER,B777,JATO,,263080,263080,,,AVIÃO,,ANTONIO CARLOS JOBIM / GALEÃO,FORA DE AERODROMO,SAÍDA IFR,REGULAR,NENHUM,0
2611,INCIDENTE,RIO DE JANEIRO - RJ,RJ,SBJR,23/06/2016,10:32:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-22.9875 / -43.37,2016-06-23 10:32:00,6.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRMJF,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,T182T,C182,PISTÃO,MONOMOTOR,1406,1406,4.0,2006.0,AVIÃO,PARTICULAR,FAZENDA BOM JARDIM,JACAREPAGUÁ,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
2612,INCIDENTE GRAVE,PIRACICABA - SP,SP,SDPW,25/06/2016,13:59:00,SIM,FINALIZADA,SIM,2,1,NÃO,-22.7105555556 / -47.6194444444,2016-06-25 13:59:00,6.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPGGG,,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1992.0,AVIÃO,INSTRUÇÃO,PEDRO MORGANTI,PEDRO MORGANTI,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
2613,ACIDENTE,LONDRINA - PR,PR,SBLO,26/06/2016,20:10:00,SIM,FINALIZADA,SIM,0,1,SIM,\t-23.33333333\t / \t-51.13361111\t,2016-06-26 20:10:00,6.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PTNZD,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1157,4.0,1980.0,AVIÃO,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
2614,ACIDENTE,JUNDIAÍ - SP,SP,,26/06/2016,11:10:00,SIM,FINALIZADA,SIM,2,1,NÃO,-23.2827777778 / -46.8336111111,2016-06-26 11:10:00,6.0,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,CFIT,PRCBB,,HELICÓPTERO,BELL HELICOPTER,407,B407,TURBOEIXO,MONOMOTOR,2268,2268,7.0,2009.0,HELICÓPTERO,PARTICULAR,CONGONHAS,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,5
2615,INCIDENTE,FORTALEZA - CE,CE,SBFZ,28/06/2016,17:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,3.7766666667 / 38.5322222222,2016-06-28 17:00:00,6.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTWRG,PARTICULAR,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,2404,2404,6.0,1979.0,AVIÃO,PARTICULAR,PINTO MARTINS,PINTO MARTINS,CRUZEIRO,PRIVADA,NENHUM,0
2616,INCIDENTE,NAVEGANTES - SC,SC,SBNF,29/06/2016,16:58:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-26.87861111\t / \t-48.65083333\t,2016-06-29 16:58:00,6.0,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL,SCF-NP,PREGL,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1633,1633,5.0,2013.0,AVIÃO,PARTICULAR,MINISTRO VICTOR KONDER,REGIONAL HUGO CANTERGIANI,SUBIDA,PRIVADA,NENHUM,0
2617,INCIDENTE GRAVE,BRAGANÇA PAULISTA - SP,SP,SBBP,30/06/2016,15:25:00,SIM,FINALIZADA,SIM,0,1,NÃO,-22.9791666667 / -46.5208333333,2016-06-30 15:25:00,6.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTIJD,,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1633,6.0,1972.0,AVIÃO,PARTICULAR,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,ARREMETIDA NO SOLO,PRIVADA,SUBSTANCIAL,0
2618,ACIDENTE,BELÉM - PA,PA,,02/07/2016,16:25:00,SIM,FINALIZADA,SIM,0,1,NÃO,-1.4452777778 / -48.4458333333,2016-02-07 16:25:00,2.0,FALHA ESTRUTURAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | FALHA ESTRUTURAL,SCF-NP,PTDJH,,AVIÃO,CESSNA AIRCRAFT,182E,C182,PISTÃO,MONOMOTOR,1270,1270,4.0,1962.0,AVIÃO,PARTICULAR,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,CRUZEIRO,PRIVADA,DESTRUÍDA,5
2619,INCIDENTE,SALVADOR - BA,BA,SBSV,02/07/2016,15:10:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-12.9086111111 / -38.3225,2016-02-07 15:10:00,2.0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,PRAYD,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2009.0,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,TANCREDO NEVES,DECOLAGEM,REGULAR,LEVE,0
2620,INCIDENTE,JUIZ DE FORA - MG,MG,SBJF,04/07/2016,17:32:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-21.7961111111 / -43.3863888889,2016-04-07 17:32:00,4.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PPHLJ,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1962.0,AVIÃO,INSTRUÇÃO,FRANCISCO DE ASSIS,FRANCISCO DE ASSIS,DECOLAGEM,INSTRUÇÃO,LEVE,0
2621,INCIDENTE,BELÉM - PA,PA,SBJC,05/07/2016,12:40:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-1.415 / -48.4588888889,2016-05-07 12:40:00,5.0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,PRBOS,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,,AVIÃO,INSTRUÇÃO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,DECOLAGEM,INSTRUÇÃO,LEVE,0
2622,ACIDENTE,PARÁ DE MINAS - MG,MG,,06/07/2016,16:00:00,SIM,,NÃO,0,1,NÃO,,2016-06-07 16:00:00,6.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PPXMM,EXPERIMENTAL,AVIÃO,,ESQUALO,ZZZZ,PISTÃO,MONOMOTOR,980,980,2.0,2003.0,AVIÃO,EXPERIMENTAL,PARÁ DE MINAS,PARÁ DE MINAS,DESCIDA DESCONTROLADA,EXPERIMENTAL,DESTRUÍDA,1
2623,ACIDENTE,APUÍ - AM,AM,,07/07/2016,19:00:00,SIM,,NÃO,0,1,NÃO,,2016-07-07 19:00:00,7.0,OUTROS,OUTROS,OTHR,PUSNP,EXPERIMENTAL,ULTRALEVE,JOSE CALEIDE,PARADISE I,ULAC,PISTÃO,MONOMOTOR,720,720,2.0,2008.0,ULTRALEVE,EXPERIMENTAL,PRAINHA,ALDEIA,OUTRA FASE,PRIVADA,SUBSTANCIAL,2
2624,ACIDENTE,SÃO JOSÉ DO XINGU - MT,MT,,07/07/2016,13:00:00,SIM,FINALIZADA,SIM,0,1,SIM,-10.7297222222 / -52.3883333333,2016-07-07 13:00:00,7.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PRVCC,,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1982.0,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
2625,INCIDENTE GRAVE,NOVA LIMA - MG,MG,SJLY,08/07/2016,19:50:00,SIM,FINALIZADA,SIM,1,1,NÃO,-20.0472222222 / -43.9613888889,2016-08-07 19:50:00,8.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTYDP,,HELICÓPTERO,ROBINSON HELICOPTER,R22,R22,PISTÃO,MONOMOTOR,621,621,2.0,1991.0,HELICÓPTERO,INSTRUÇÃO,FRANCISCO DE ASSIS,HELICENTRO BH,POUSO,INSTRUÇÃO,LEVE,0
2626,ACIDENTE,BOTUCATU - SP,SP,,08/07/2016,20:20:00,SIM,FINALIZADA,SIM,0,1,NÃO,-22.7427777778 / -48.4680555556,2016-08-07 20:20:00,8.0,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PRTVE,,AVIÃO,PIPER AIRCRAFT,PA-36-375,PA36,PISTÃO,MONOMOTOR,1769,1769,1.0,1982.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1
2627,ACIDENTE,CURVELO - MG,MG,SNQV,10/07/2016,16:00:00,SIM,ATIVA,NÃO,0,1,SIM,-18.7661111111 / -44.4580555556,2016-10-07 16:00:00,10.0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,PTOMW,,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1986.0,AVIÃO,AGRÍCOLA,GUAXUPÉ,CURVELO,POUSO,PRIVADA,SUBSTANCIAL,0
2628,INCIDENTE GRAVE,CAMPO GRANDE - MS,MS,SBCG,12/07/2016,17:24:00,,FINALIZADA,SIM,2,1,SIM,-20.4694444444 / -54.6702777778,2016-12-07 17:24:00,12.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRAAC,,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2001.0,AVIÃO,ADMINISTRAÇÃO DIRETA,CORUMBÁ,CAMPO GRANDE,CORRIDA APÓS POUSO,POLICIAL,LEVE,0
2629,INCIDENTE,BARRETOS - SP,SP,SNBA,12/07/2016,17:00:00,,FINALIZADA,NÃO,0,1,NÃO,-20.5855555556 / 48.5958333333,2016-12-07 17:00:00,12.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PREBJ,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,,PISTÃO,MONOMOTOR,757,757,2.0,,AVIÃO,INSTRUÇÃO,AEROCLUBE DE ITÁPOLIS,CHAFEI AMSEI (SBBT*),CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
2630,INCIDENTE,RIO DE JANEIRO - RJ,RJ,SBRJ,14/07/2016,12:06:00,SIM,FINALIZADA,NÃO,0,2,NÃO,-22.9108333333 / -43.1638888889,2016-07-14 12:06:00,7.0,INCURSÃO EM PISTA,INCURSÃO EM PISTA,RI,PRMAO,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,64000,64000,154.0,2002.0,AVIÃO,REGULAR,CONGONHAS,SANTOS DUMONT,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
