ocorrencia_classificacao,ocorrencia_hora,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
2071,INCIDENTE GRAVE,16.0,1,NÃO,POUSO ANTES DA PISTA,POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA,USOS,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2008.0,REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,SANTA MARIA,POUSO,REGULAR,LEVE,0
2072,INCIDENTE,17.0,1,NÃO,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SCF-NP,AVIÃO,RAYTHEON AIRCRAFT,390,PRM1,JATO,BIMOTOR,5670,5670,8.0,2003.0,PARTICULAR,SAPAN,SOROCABA,CRUZEIRO,PRIVADA,LEVE,0
2073,INCIDENTE GRAVE,13.0,1,NÃO,COLISÃO DE VEÍCULO COM AERONAVE,OUTROS | COLISÃO DE VEÍCULO COM AERONAVE,OTHR,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,1157,4.0,2012.0,INSTRUÇÃO,ANÁPOLIS,ANÁPOLIS,TÁXI,INSTRUÇÃO,LEVE,0
2074,INCIDENTE,19.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,975,975,2.0,1973.0,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,TÁXI,INSTRUÇÃO,NENHUM,0
2075,INCIDENTE,21.0,1,NÃO,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR,AVIÃO,AIRBUS INDUSTRIE,A318-122,A318,JATO,BIMOTOR,68000,68000,129.0,2008.0,REGULAR,CONGONHAS,SANTOS DUMONT,SUBIDA,REGULAR,NENHUM,0
2076,INCIDENTE,0.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,BOEING COMPANY,727-214,B722,JATO,TRIMOTOR,88360,88360,5.0,1979.0,REGULAR,CAMPO GRANDE,SANTA GENOVEVA/GOIÂNIA,DECOLAGEM,REGULAR,NENHUM,0
2077,ACIDENTE,12.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,ULTRALEVE,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,CONQUEST 180LS,ZZZZ,PISTÃO,MONOMOTOR,600,600,2.0,2012.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,LEVE,0
2078,ACIDENTE,22.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1973.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,DESTRUÍDA,1
2079,INCIDENTE,19.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,172.0,2011.0,REGULAR,GUARARAPES - GILBERTO FREYRE,DEPUTADO LUÍS EDUARDO MAGALHÃES,DECOLAGEM,REGULAR,NENHUM,0
2080,ACIDENTE,15.0,1,NÃO,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,ULTRALEVE,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,CONQUEST 180 LSA,ULAC,PISTÃO,MONOMOTOR,600,600,0.0,2007.0,EXPERIMENTAL,BACACHERI,SÍLVIO NAME JÚNIOR,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2081,INCIDENTE,14.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,,,ULAC,PISTÃO,SEM TRAÇÃO,0,0,0.0,2015.0,PARTICULAR,SOROCABA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,POUSO,PRIVADA,NENHUM,0
2082,INCIDENTE GRAVE,19.0,1,SIM,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1999.0,PARTICULAR,PORTO NACIONAL,BRIGADEIRO LYSIAS RODRIGUES,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
2083,ACIDENTE,20.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,587,587,2.0,1964.0,INSTRUÇÃO,CATANDUVA,CATANDUVA,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,0
2084,INCIDENTE,10.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,12020,22.0,2009.0,TÁXI AÉREO,CABO FRIO,CABO FRIO,SUBIDA,TÁXI AÉREO,NENHUM,0
2085,INCIDENTE,22.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,P28T,PISTÃO,MONOMOTOR,1247,1247,4.0,1980.0,PARTICULAR,ANÁPOLIS,BRIGADEIRO LYSIAS RODRIGUES,SUBIDA,PRIVADA,NENHUM,0
2086,ACIDENTE,13.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,ULTRALEVE,AVENOR AUGUSTO MONTANDON,EXCEL CARGO,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2010.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
2087,ACIDENTE,19.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,ULTRALEVE,AEROBRAVO LTDA,CONQUEST 160,ULAC,PISTÃO,MONOMOTOR,650,650,2.0,2005.0,EXPERIMENTAL,QUIRINÓPOLIS,QUIRINÓPOLIS,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
2088,ACIDENTE,12.0,1,NÃO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2005.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
2089,ACIDENTE,12.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1976.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
2090,INCIDENTE,17.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1088,4.0,2004.0,PARTICULAR,HELICIDADE,HELICIDADE,CRUZEIRO,PRIVADA,NENHUM,0
2091,ACIDENTE,15.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1976.0,PARTICULAR,SÃO FÉLIX DO XINGU,OURILÂNDIA DO NORTE,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
2092,ACIDENTE,21.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,ULTRALEVE,AEROBRAVO LTDA,FOZ 400,ULAC,PISTÃO,MONOMOTOR,425,425,2.0,2006.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,PRIVADA,SUBSTANCIAL,1
2093,INCIDENTE,0.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1986.0,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,MÁRIO DE ALMEIDA FRANCO,POUSO,PRIVADA,NENHUM,0
2094,INCIDENTE,20.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,CESSNA AIRCRAFT,TR182,C82R,PISTÃO,MONOMOTOR,1406,1406,4.0,1985.0,PARTICULAR,DR. WALTER BECKERT,ARAPONGAS,CIRCUITO DE TRÁFEGO,PRIVADA,NENHUM,0
2095,INCIDENTE,22.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MINISTRO VICTOR KONDER,DECOLAGEM,REGULAR,NENHUM,0
2096,ACIDENTE,20.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AMERICAN CHAMPION,8KCAB,BL8,PISTÃO,MONOMOTOR,816,816,2.0,1997.0,INSTRUÇÃO,TIETÊ,TIETÊ,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,0
2097,ACIDENTE,17.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1981.0,PARTICULAR,FORMOSA,FORMOSA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2098,INCIDENTE,14.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2047,2047,6.0,1988.0,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
2099,ACIDENTE,10.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,ULTRALEVE,ESC RIB PRET DE PIL VEIC AUTOPROPULSADO,Bravo 700,ULAC,PISTÃO,MONOMOTOR,550,550,2.0,2011.0,EXPERIMENTAL,PIRASSUNUNGA,FORA DE AERODROMO,CRUZEIRO,PRIVADA,DESTRUÍDA,1
2100,INCIDENTE,15.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2012.0,REGULAR,PINTO MARTINS,MARECHAL CUNHA MACHADO,DECOLAGEM,REGULAR,LEVE,0
2101,INCIDENTE,18.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,78000,78000,172.0,2015.0,REGULAR,PINTO MARTINS,GOVERNADOR ANDRÉ FRANCO MONTORO,SUBIDA,REGULAR,NENHUM,0
2102,ACIDENTE,16.0,1,SIM,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,1975.0,TÁXI AÉREO,PEDRA PRETA,LAGO VERDE,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
2103,INCIDENTE GRAVE,11.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2013.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
2104,INCIDENTE,11.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,1999.0,REGULAR,ADALBERTO MENDES DA SILVA,GOVERNADOR ANDRÉ FRANCO MONTORO,DESCIDA,REGULAR,LEVE,0
2105,INCIDENTE,13.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,1.0,2014.0,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,MANOBRA,INSTRUÇÃO,NENHUM,0
2106,ACIDENTE,11.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,ROBERTO VENICIO LIMA DANTAS,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2010.0,EXPERIMENTAL,JOÃO MONTEIRO,BOTELHO,SUBIDA,PRIVADA,SUBSTANCIAL,0
2107,ACIDENTE,11.0,1,NÃO,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PA34,TURBOÉLICE,SEM TRAÇÃO,2073,2073,6.0,1978.0,PARTICULAR,URUAÇU,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,PRIVADA,SUBSTANCIAL,0
2108,INCIDENTE,13.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1974.0,ADMINISTRAÇÃO DIRETA,CAPÃO DA CANOA,SALGADO FILHO,CORRIDA APÓS POUSO,POLICIAL,LEVE,0
2109,ACIDENTE,17.0,1,NÃO,INDETERMINADO,INDETERMINADO,UNK,AVIÃO,CESSNA AIRCRAFT,182J,C182,PISTÃO,MONOMOTOR,1270,1270,4.0,1976.0,PARTICULAR,NOVO PROGRESSO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,DESTRUÍDA,1
2110,ACIDENTE,14.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,CESSNA AIRCRAFT,AC-12,ZZZZ,PISTÃO,MONOMOTOR,760,760,2.0,2005.0,EXPERIMENTAL,MONTENEGRO,MONTENEGRO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2111,ACIDENTE,20.0,1,NÃO,CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO,OTHR,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2014.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
2112,INCIDENTE,12.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,2268,6.0,1981.0,PARTICULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,POUSO,PRIVADA,NENHUM,0
2113,INCIDENTE,15.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,VITÓRIA DA CONQUISTA,SUBIDA,REGULAR,NENHUM,0
2114,INCIDENTE,14.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1633,6.0,1983.0,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,EMBAIXADOR WALTHER MOREIRA SALLES,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
2115,INCIDENTE,15.0,1,NÃO,PERDA DE COMPONENTE NO SOLO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO,SCF-NP,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,RV-9 A,ULAC,PISTÃO,MONOMOTOR,750,750,2.0,2008.0,EXPERIMENTAL,GUARARAPES - GILBERTO FREYRE,GUARARAPES - GILBERTO FREYRE,POUSO,PRIVADA,LEVE,0
2116,INCIDENTE,22.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CIRRUS DESIGN,SR20,SR20,PISTÃO,MONOMOTOR,1361,1361,4.0,2007.0,PARTICULAR,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,EDUARDO GOMES,TÁXI,PRIVADA,LEVE,0
2117,INCIDENTE,12.0,1,NÃO,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,INSTRUÇÃO,COROA DO AVIÃO,COROA DO AVIÃO,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
2118,ACIDENTE,18.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1633,1633,5.0,2013.0,PARTICULAR,GERALDO GUIAS DE AQUINO,GERALDO GUIAS DE AQUINO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2119,ACIDENTE,17.0,1,NÃO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,MAULE AIRCRAFT,M-6-235,M6,PISTÃO,MONOMOTOR,1134,1134,4.0,1990.0,PARTICULAR,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,EDUARDO GOMES,POUSO,PRIVADA,SUBSTANCIAL,0
2120,INCIDENTE GRAVE,17.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1980.0,PARTICULAR,IJUÍ,ROSADA,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
2121,INCIDENTE,19.0,1,NÃO,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2495,2495,6.0,2003.0,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DECOLAGEM,PRIVADA,NENHUM,0
2122,ACIDENTE,14.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,PIPER AIRCRAFT,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1966.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0
2123,INCIDENTE GRAVE,15.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2012.0,ADMINISTRAÇÃO DIRETA,ZUMBI DOS PALMARES,ZUMBI DOS PALMARES,ARREMETIDA NO AR,POLICIAL,SUBSTANCIAL,0
2124,INCIDENTE GRAVE,14.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1202,4.0,1981.0,PARTICULAR,PRIMAVERA DO LESTE,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,PRIVADA,NENHUM,0
2125,INCIDENTE,16.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,197.0,2009.0,REGULAR,MARECHAL CUNHA MACHADO,PINTO MARTINS,DECOLAGEM,REGULAR,LEVE,0
2126,INCIDENTE,16.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,800,2.0,2012.0,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,TÁXI,INSTRUÇÃO,NENHUM,0
2127,INCIDENTE,17.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,52.0,1996.0,REGULAR,CARAUARI,COARI,CORRIDA APÓS POUSO,REGULAR,LEVE,0
2128,ACIDENTE,13.0,1,NÃO,OUTROS,OUTROS,OTHR,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1975.0,PARTICULAR,FORA DE AERODROMO,SÃO FÉLIX DO XINGU,INDETERMINADA,PRIVADA,SUBSTANCIAL,0
2129,INCIDENTE,20.0,1,NÃO,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1202,4.0,1981.0,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,CORONEL ALTINO MACHADO,POUSO,PRIVADA,SUBSTANCIAL,0
2130,INCIDENTE,17.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2008.0,PARTICULAR,CAMPO DE MARTE,SOROCABA,CRUZEIRO,PRIVADA,LEVE,0
2131,INCIDENTE,11.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,ULTRALEVE,AEROBRAVO LTDA,RV-7A,ULAC,PISTÃO,MONOMOTOR,725,725,2.0,2007.0,EXPERIMENTAL,SANTOS DUMONT,SANTOS DUMONT,TÁXI,PRIVADA,NENHUM,0
2132,INCIDENTE,15.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2009.0,PARTICULAR,FRANK MILOYE MILENKOVICH,CAMPO DE MARTE,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
2133,ACIDENTE,13.0,1,NÃO,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,AVIÃO,EMBRAER,EMB-820C CARAJA,PAT4,TURBOÉLICE,BIMOTOR,3629,3629,10.0,1990.0,TÁXI AÉREO,ESTÂNCIA CAIMAN,CAMPO GRANDE,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
2134,INCIDENTE GRAVE,14.0,1,NÃO,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,AVIÃO,JOAO BATISTA COUTINHO JUNIOR,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2010.0,EXPERIMENTAL,JOÃO MONTEIRO,JOÃO MONTEIRO,CRUZEIRO,PRIVADA,NENHUM,0
2135,INCIDENTE,18.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,REGULAR,VIRACOPOS,MÁRIO DE ALMEIDA FRANCO,SUBIDA,REGULAR,NENHUM,0
2136,INCIDENTE,19.0,1,NÃO,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,AVIÃO,CESSNA AIRCRAFT,510,C510,JATO,BIMOTOR,3921,3921,6.0,2008.0,PARTICULAR,AEROPORTO ESTADUAL DE JUNDIAÍ,PROFESSOR ERIBERTO MANOEL REINO,SUBIDA,PRIVADA,LEVE,0
