codigo_ocorrencia4,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_dias_para_feedback
730,66203,"Realizar uma auditoria na empresa operadora da aeronave, a MOSTARDAS AV. AGRIC. E MANUTENÇÃO LTDA., a fim de verificar os mecanismos de controle dos registros de manutenção lançados nas cadernetas de célula, motor e hélice das aeronaves operadas e a sistemática utilizada pela organização para acompanhar e avaliar o desempenho de seus profissionais.",CUMPRIDA,ANAC,
731,66204,"Atuar junto ao operador visando assegurar-se da existência de processos organizacionais adequados de planejamento, controle e acompanhamento das atividades aéreas.",CUMPRIDA,ANAC,
732,66215,Realizar gestões junto à AEROIMPAR AVIAÇÃO AGRÍCOLA LTDA. com o intuito de que a organização passe a exercer uma supervisão gerencial efetiva na padronização dos procedimentos operacionais utilizados no planejamento e preparação dos voos.,CUMPRIDA,ANAC,
733,66216,"Realizar gestões junto à Teruel Aviação Agrícola Ltda. com o objetivo de que seja reforçado o treinamento periódico de suas tripulações com informações sobre os limites estabelecidos pelo fabricante das aeronaves operadas pela empresa, no que diz respeito à operação com vento de cauda e través.",CUMPRIDA,ANAC,
734,66221,"Atuar, junto ao operador da aeronave (QNE Escola de Aviação Civil Ltda.), no sentido de assegurar-se de que a realização das inspeções de 50 e de 100 horas dos motores marca Lycoming, modelo 0-235-L2C, atenda adequadamente à seção 4 do Lycoming Operator?s Manual, O-235 e O-290 series, bem como ao estabelecido na letra (d) do Apêndice D do RBAC 43, no que se refere à remoção, análise e instalação de velas de ignição.",CUMPRIDA,ANAC,
735,66223,"ATUAR JUNTO AO AEROCLUBE DE CANELA, A FIM DE QUE AQUELE OPERADOR, POR OCASIãO DOS TREINAMENTOS OFERECIDOS A SEUS TRIPULANTES, ENFATIZE AS TéCNICAS DE ARREMETIDA E OS FATORES QUE LEVAM à EXECUçãO DESSE PROCEDIMENTO, SOBRETUDO QUANDO FOR CONSTATADO PELA TRIPULAçãO QUE A AERONAVE ESTá EM UMA SITUAçãO NãO ESTABILIZADA.",CUMPRIDA,ANAC,112.0
736,66247,"Atuar junto à Aeroarroz Aviação Agrícola Ltda.,a fim deque aquele operador aperfeiçoe seus mecanismos de planejamento de voo, supervisão gerencial e gerenciamento de risco, visando incrementar os níveis de competência e segurança operacional requeridos para o desempenho das atividades para as quais tal empresa é certificada.",CUMPRIDA,ANAC,89.0
737,66253,"Realizar gestões junto ao Operador com o intuito de verificar a efetividade dos mecanismos de Supervisão Gerencial das atividades aeroagrícolas, particularmente no que diz respeito aos processos de identificação de perigos e gerenciamento dos riscos das operações.",AGUARDANDO RESPOSTA,ANAC,
738,66309,"Divulgar os ensinamentos advindos da investigação do acidente aeronáutico com a aeronave PR-SOM, no que diz respeito à necessidade do fomento a uma cultura da aviação executiva, em que a observância dos requisitos mínimos de operação sejam valorizados.",CUMPRIDA,ANAC,
739,66309,"Revisar os requisitos existentes a fim de enfatizar, durante a formação do piloto civil, as características e os riscos decorrentes das ilusões e da desorientação espacial para a atividade aérea.",CUMPRIDA,ANAC,
740,66332,"ATUAR JUNTO à NITZ AVIAÇÃO AGRÍCOLA LTDA, A FIM DE VERIFICAR O PLANEJAMENTO, A SUPERVISãO E O CUMPRIMENTO DOS PROCEDIMENTOS DE PLANEJAMENTO E SUPERVISãO DAS OPERAçõES AEROAGRíCOLAS, BEM COMO VERIFICAR A EFETIVA ATUAçãO DO GSO DA EMPRESA.",CUMPRIDA,ANAC,
741,66332,"ATUAR JUNTO à NITZ AVIAÇÃO AGRÍCOLA LTDA, A FIM DE REALIZAR NOVA PESAGEM NA AERONAVE.",CUMPRIDA,ANAC,
742,66334,"Atuar junto à Sana Agro Aérea Ltda., a fim de verificar a adequabilidade do Manual de Gerenciamento de Segurança Operacional desse operador, sobretudo no que diz respeito aos métodos de supervisão gerencial adotados e ao planejamento dos voos, quando operando em pistas de pouso eventual.",CUMPRIDA,ANAC,
743,66335,"Atuar junto à SEPAL SERV. ESP. DE PULVER. AEREAS LTDA, a fim de reavaliar a adequabilidade e checar o cumprimento do Manual de Gerenciamento da Segurança Operacional (MGSO) daquele operador, sobretudo no que diz respeito aos mecanismos de gerenciamento do risco adotados pela organização e por seus pilotos.",CUMPRIDA,ANAC,
744,66349,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos, operadores e mantenedores da aviação civil brasileira sobre os riscos decorrentes da conversão dos motores aeronáuticos para utilização de etanol como combustível sem que seja observado o constante na IS 137.201-001 Revisão B, sobretudo no que diz respeito ao item 5.7.3 - recomendação de avaliação de compatibilidade dos materiais originais.",CUMPRIDA,ANAC,
745,66350,"Atuar junto à Industria Aeronáutica Neiva S.A (EMBRAER), a fim de que aquele fabricante promova a atualização do Boletim de Serviço Neiva Nº 800-032-0034, de 10NOV1997, ou mesmo do Capítulo 32 (Trem de Pouso) do MS-810D/554, tornando tais procedimentos mais completos.",CUMPRIDA,ANAC,
746,66350,"Analisar a pertinência de atualizar a Diretriz de Aeronavegabilidade (DA) 98-01-01, tomando como base a Airworthiness Directives (AD) FAA 2005-13-16 e o Service Bulletin da Piper Nº 1123C, de 30MAIO2013, uma vez que as aeronaves EMB-810D foram fabricadas utilizando-se o projeto das aeronaves Piper PA-34.",CUMPRIDA,ANAC,
747,66352,"ATUAR JUNTO à BOLZAER AVIAçãO AGRíCOLA LTDA. - ME, A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS DE SUPERVISãO GERENCIAL, PLANEJAMENTO DE VOO E GERENCIAMENTO DE RISCO, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS PARA O DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL EMPRESA é CERTIFICADA.",CUMPRIDA,ANAC,49.0
748,66394,"Realizar uma auditora na Oficina responsável pela manutenção do trem de pouso, a fim de verificar o adequado cumprimento das inspeções em aeronave C-210, em especial no tocante a SID 32-10-01, visando evitar a repetição do erro cometido no tubo PN1280523-1.",CUMPRIDA,ANAC,28.0
749,66431,"ATUAR JUNTO à HERINGER TáXI AéREO LTDA., A FIM DE QUE AQUELE OPERADOR APRIMORE OS TREINAMENTOS OFERECIDOS E AS ORIENTAçõES EMITIDAS A SEUS TRIPULANTES, COM O INTUITO DE QUE TAIS PROFISSIONAIS OPEREM COM MAIOR ADERêNCIA AO CONSTANTE NOS MANUAIS DAS AERONAVES UTILIZADAS PELA EMPRESA, SOBRETUDO NO QUE DIZ RESPEITO AO QUE é PREVISTO EM CHECKLIST.",CUMPRIDA,ANAC,
750,66431,"ATUAR JUNTO à HERINGER TáXI AéREO LTDA., A FIM DE QUE AQUELE OPERADOR APERFEIçOE A FICHA DE TREINAMENTO INICIAL DO SEGMENTO DE VOO LOCAL UTILIZADA PELA EMPRESA, VISANDO CONTEMPLAR TODOS OS PROCEDIMENTOS DE EMERGêNCIA CABíVEIS à AERONAVE, SOBRETUDO AQUELES ASSOCIADOS A FOGO OU FUMAçA NA AERONAVE.",CUMPRIDA,ANAC,
751,66431,"ATUAR JUNTO à HERINGER TáXI AéREO LTDA., A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE CONTROLE DA QUALIDADE DOS SERVIçOS DE MANUTENçãO EXECUTADOS EM SUAS AERONAVES (E DAS ESCRITURAçõES DESSES SERVIçOS), COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.",CUMPRIDA,ANAC,
752,66432,"Assegurar-se de que os processos referentes aos requisitos de instalação das cablagens e do controle de qualidade da produção do Fabricante da aeronave, especificamente no que refere à instalação e proteção das cablagens localizadas entre a fuselagem e o sidewall, são suficientemente adequados e robustos para evitar que haja interferência entre as cablagens e o sidewall, resultando em atrito entre estes. Isto para impedir que ocorra a deterioração do isolamento dos cabos condutores que constituem as cablagens das aeronaves ERJ 190.",AGUARDANDO RESPOSTA,ANAC,
753,66432,"Assegurar-se que a documentação disponível, a qual serve como base para a formação dos comissários de voo, oriente de forma segura a utilização da machadinha como equipamento para o combate ao fogo no interior das aeronaves, de maneira que o uso não venha a degradar a condição da aeronave durante o voo, e também nas demais condições de operação com o avião no solo.",CUMPRIDA,ANAC,214.0
754,66432,"Implementar medidas de forma que fique assegurado que todos os tripulantes de aeronaves equipadas com machadinha estejam proficientes com relação à sua adequada utilização como equipamento para o combate ao fogo no interior das aeronaves, de maneira que o uso não venha a degradar as condições de voo e também nas demais condições de operação com o avião no solo.",CUMPRIDA,ANAC,214.0
755,66432,"Atuar junto à Embraer S/A, a fim de que seus manuais especifiquem, detalhadamente, os procedimentos de utilização da machadinha como equipamento para o combate ao fogo/fumaça no interior de aeronaves e aos cuidados necessários para não agravar a condição do avião.",CUMPRIDA,ANAC,314.0
756,66432,"Atuar junto à Azul Linhas Aéreas Brasileiras S.A., a fim de que seu(s) manual(is) de treinamento de comissários especifiquem, detalhadamente, os procedimentos de utilização da machadinha como equipamento de combate ao fogo/fumaça no interior de aeronaves e aos cuidados necessários para não agravar a condição do avião.",CUMPRIDA,ANAC,314.0
757,66432,"Atuar junto ao Grupo de Transporte Especial (GTE), a fim de que as cablagens localizadas entre a fuselagem e o sidewall das aeronaves ERJ-190 sejam inspecionadas quanto a sua integridade.",CUMPRIDA,ANAC,26.0
758,66432,"Atuar junto ao Grupo de Transporte Especial (GTE), a fim de implementar medidas que assegurem que todos os tripulantes de aeronaves equipadas com machadinha estejam proficientes no que diz respeito à sua adequada utilização, como equipamento de combate ao fogo no interior das aeronaves, visando impedir que o uso dessa ferramenta degrade as condições de operação da aeronave em voo ou em solo.",CUMPRIDA,ANAC,26.0
759,66432,"Implementar medidas que assegurem que todos os tripulantes de aeronaves equipadas com machadinha, pertencentes às suas Organizações Militares subordinadas, estejam proficientes no que diz respeito à sua adequada utilização, como equipamento de combate ao fogo no interior das aeronaves, visando impedir que o uso dessa ferramenta degrade as condições de operação da aeronave em voo ou em solo.",AGUARDANDO RESPOSTA,ANAC,
760,66432,"Atuar junto ao Grupo Especial de Inspeção em Vôo (GEIV) e ao Segundo Centro Integrado de Defesa Aérea e Controle de Tráfego Aéreo (CINDACTA 2), a fim de implementar medidas que assegurem que todos os tripulantes de aeronaves equipadas com machadinha estejam proficientes no que diz respeito à sua adequada utilização, como equipamento de combate ao fogo no interior das aeronaves, visando impedir que o uso dessa ferramenta degrade as condições de operação da aeronave em voo ou em solo.",CUMPRIDA,DECEA,239.0
761,66432,"Atuar junto à Embraer S/A, a fim de que seus manuais especifiquem, detalhadamente, os procedimentos de utilização da machadinha como equipamento para o combate ao fogo/fumaça no interior de aeronaves e aos cuidados necessários para não agravar a condição do avião.",AGUARDANDO RESPOSTA,ANAC,
762,66432,"Atuar junto à Azul Linhas Aéreas Brasileiras S.A., a fim de que seu(s) manual(is) de treinamento de comissários especifiquem, detalhadamente, os procedimentos de utilização da machadinha como equipamento de combate ao fogo/fumaça no interior de aeronaves e aos cuidados necessários para não agravar a condição do avião.",CUMPRIDA,ANAC,140.0
763,66432,"Interagir com o Fabricante da Aeronave para que sejam implementados mecanismos de inspeção e controle, ou modificação, de forma que venha a ficar assegurado que nas aeronaves ERJ 190, em operação, não haja interferência e nem atrito entre as cablagens e o sidewall de forma a impedir que ocorra a deterioração do isolamento dos cabos condutores que constituem as cablagens.",AGUARDANDO RESPOSTA,ANAC,
764,66444,"AVALIAR, EM CONJUNTO COM O FABRICANTE DOS MOTORES IAE V2527-A5, SE TODAS AS AçõES PREVISTAS PARA A MANUTENçãO DA VIDA EM SERVIçO DOS ANNULUS FILLERS INSTALADOS NESSES MOTORES, TAIS COMO VERIFICAçõES PERIóDICAS E ENSAIOS NãO DESTRUTIVOS, SãO SUFICIENTES PARA ASSEGURAR QUE NãO OCORRAM FALHAS ESTRUTURAIS NESSES COMPONENTES DURANTE A SUA OPERAçãO.",CUMPRIDA,ANAC,542.0
765,66450,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS, AEROCLUBES E ESCOLAS DE AVIAçãO SOBRE A IMPORTâNCIA DO FIEL CUMPRIMENTO DOS PROCEDIMENTOS OPERACIONAIS ESTABELECIDOS, SOBRETUDO NO QUE DIZ RESPEITO A LEITURA E EXECUçãO DA LISTA DE VERIFICAçõES (CHECKLIST), MITIGANDO A POSSIBILIDADE DE ESQUECIMENTO DOS ITENS MAIS CRíTICOS à OPERAçãO DA AERONAVE.",CUMPRIDA,ANAC,
766,66450,"ATUAR JUNTO à FLORIPA FLIGHT TRAINING, A FIM DE QUE AQUELE OPERADOR APRIMORE OS TREINAMENTOS DE CRM OFERECIDOS A SEUS TRIPULANTES E QUE SEJA ENFATIZADO AOS INSTRUTORES QUE ATUAM NAQUELA ESCOLA A IMPORTâNCIA DO FIEL CUMPRIMENTO DOS PROCEDIMENTOS OPERACIONAIS ESTABELECIDOS, SOBRETUDO NO QUE DIZ RESPEITO A LEITURA E EXECUçãO DA LISTA DE VERIFICAçõES (CHECKLIST), MITIGANDO A POSSIBILIDADE DE ESQUECIMENTO DOS ITENS MAIS CRíTICOS à OPERAçãO DA AERONAVE.",CUMPRIDA,ANAC,
767,66450,"ATUAR JUNTO à FLORIPA FLIGHT TRAINING, A FIM DE QUE AQUELE OPERADOR MONITORE O FIEL CUMPRIMENTO DO PROGRAMA DE INSTRUçãO POR ELE ESTABELECIDO, ENFATIZANDO A IMPORTâNCIA DO INSTRUTOR EXPLICAR MINUCIOSAMENTE NO BRIEFING DA MISSãO AS TéCNICAS CORRETAS PARA A EXECUçãO DE CADA EXERCíCIO E OS ERROS MAIS COMUNS QUE PODEM SER COMETIDOS PELO PILOTO-ALUNO.",CUMPRIDA,ANAC,
768,66503,"Atuar junto à Centroar Agro-Aéreo LTDA., a fim de que aquele operador aperfeiçoe seus mecanismos de planejamento de voo e gerenciamento de risco, visando incrementar os níveis de competência e segurança operacional requeridos para o desempenho das atividades para as quais tal empresa é certificada.",CUMPRIDA,ANAC,72.0
769,66503,"Atuar junto à Centroar Agro-Aéreo LTDA., a fim de que aquele operador implemente uma mudança na cultura do grupo de tripulantes que atua na organização, tendo como objetivo aumentar a aderência aos princípios do SIPAER e coibir os hábitos e as atitudes que possam fragilizar a segurança operacional.",CUMPRIDA,ANAC,72.0
770,66503,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos decorrentes da realização de voos a baixa altura, sobretudo no que diz respeito ao risco de colisão contra redes de transmissão de dados e distribuição de energia elétrica.",CUMPRIDA,ANAC,10.0
771,66543,"Interagir com o fabricante da aeronave (ATR), com a finalidade de que sejam revisados os procedimentos de manutenção programada para a inspeção dos cabos de comando Part Number S2211001100000 que estejam conectados aos Servo Drive Part Number 7002260-722 e instalados nas aeronaves ATR-72-212A, a fim de assegurar a adequação e a robustez necessárias para identificar processos de deterioração por fadiga de material.",CUMPRIDA,ANAC,588.0
772,66543,"Atuar junto à ATR - GIE Avions de Transport Régional, com a finalidade de que aquela empresa considere a necessidade de avaliar o lote de fabricação dos cabos de comando instalados nos Servo Drive da aeronave MSN 874 à época desta ocorrência e de submetê-los a ensaios, de modo a assegurar que as ações de manutenção preventiva em vigor garantam um nível aceitável de segurança para a sua permanência em serviço.",AGUARDANDO RESPOSTA,ANAC,
